credit_score,monthly_income,employment_type,loan_purpose,approved_amount,interest_rate,tenure_months,emi,income_multiplier
694,41568,business,education,187000,12.18,24,8821.25,5
771,37483,salaried,education,300000,9.87,36,9657.68,8
833,16967,salaried,personal,136000,9.5,60,2850.82,8
528,16409,self_employed,education,28000,17.16,60,695.7,2
684,30819,self_employed,vehicle,131000,12.48,48,3480.26,5
684,17696,salaried,personal,88000,12.48,60,1989.75,5
651,34212,self_employed,medical,145000,13.47,48,3934.79,5
703,24767,salaried,personal,124000,11.91,48,3255.6,5
759,60754,business,vehicle,437000,10.23,60,9343.66,8
735,20381,self_employed,medical,87000,10.95,24,4035.32,5
641,22487,salaried,personal,112000,13.77,48,3059.52,5
829,18640,self_employed,education,127000,9.5,36,4060.4,8
559,51496,business,business,93000,16.23,48,2637.9,2
670,15308,salaried,personal,77000,12.9,36,2575.34,5
723,61337,self_employed,vehicle,261000,11.31,24,12187.52,5
576,46820,self_employed,home,80000,15.72,24,3886.56,2
755,146148,business,personal,1052000,10.35,60,22539.19,8
626,54829,salaried,business,274000,14.22,48,7521.72,5
900,29227,salaried,medical,234000,9.5,12,20501.97,8
793,23603,salaried,education,189000,9.5,60,3965.68,8
900,29979,self_employed,vehicle,204000,9.5,24,9360.23,8
681,40557,salaried,medical,203000,12.57,60,4569.58,5
710,26131,salaried,medical,131000,11.7,24,6132.13,5
668,28134,salaried,medical,141000,12.96,48,3771.05,5
564,24787,salaried,business,50000,16.08,12,4499.9,2
789,68247,business,vehicle,491000,9.5,36,15740.46,8
689,59880,salaried,vehicle,299000,12.33,48,7933.07,5
739,40056,salaried,vehicle,200000,10.83,48,5159.87,5
638,33208,business,business,149000,13.86,24,7165.02,5
783,49718,salaried,personal,398000,9.51,24,18264.09,8
837,19399,self_employed,home,132000,9.5,12,11566.93,8
602,23746,salaried,home,119000,14.94,48,3300.77,5
648,22396,business,medical,101000,13.56,24,4818.01,5
773,28911,self_employed,vehicle,197000,9.81,60,4158.83,8
672,23525,salaried,home,118000,12.84,48,3146.34,5
625,30869,salaried,vehicle,154000,14.25,48,4237.12,5
462,18655,self_employed,education,32000,19.14,24,1600.85,2
619,27216,salaried,education,136000,14.43,36,4679.46,5
811,29593,self_employed,business,201000,9.5,12,17645.01,8
785,31885,salaried,personal,255000,9.5,12,22366.99,8
600,42351,self_employed,education,72000,15.0,36,2495.81,2
696,54193,salaried,personal,271000,12.12,36,9015.48,5
681,23091,salaried,personal,115000,12.57,36,3866.3,5
744,19037,self_employed,personal,81000,10.68,12,7138.9,5
712,29896,business,vehicle,135000,11.64,24,6310.38,5
660,69815,salaried,personal,349000,13.2,36,11795.45,5
530,22033,salaried,personal,44000,17.1,48,1273.82,2
615,40927,self_employed,home,174000,14.55,48,4801.3,5
595,33147,salaried,vehicle,66000,15.15,60,1582.37,2
671,49783,salaried,medical,249000,12.87,48,6661.74,5
570,24202,self_employed,vehicle,41000,15.9,60,998.35,2
741,31522,salaried,home,158000,10.77,12,13912.93,5
830,31007,self_employed,home,211000,9.5,12,18488.2,8
615,31940,salaried,business,160000,14.55,48,4408.24,5
546,21607,business,medical,39000,16.62,12,3540.33,2
778,47645,self_employed,vehicle,324000,9.66,60,6829.72,8
663,63674,self_employed,personal,271000,13.11,60,6172.56,5
685,27269,business,home,123000,12.45,48,3258.62,5
639,49294,salaried,vehicle,246000,13.83,48,6714.17,5
542,31948,salaried,education,64000,16.74,36,2269.81,2
681,29786,salaried,vehicle,149000,12.57,48,3963.84,5
664,51851,self_employed,home,220000,13.08,48,5920.69,5
651,56067,self_employed,medical,238000,13.47,24,11381.25,5
699,44710,self_employed,home,190000,12.03,60,4229.72,5
608,30038,salaried,medical,150000,14.76,24,7265.32,5
454,82773,self_employed,education,141000,19.38,60,3679.69,2
661,44000,self_employed,medical,187000,13.17,48,5032.56,5
767,17942,business,medical,129000,9.99,60,2744.24,8
561,16218,salaried,vehicle,32000,16.17,12,2945.56,2
686,49676,salaried,education,248000,12.42,48,6592.16,5
651,60297,salaried,vehicle,301000,13.47,36,10226.71,5
537,39034,self_employed,personal,66000,16.89,60,1645.26,2
735,52674,salaried,home,263000,10.95,36,8616.19,5
692,32323,business,medical,145000,12.24,24,6863.32,5
591,26544,student,business,27000,15.27,60,635.26,2
785,40032,salaried,business,320000,9.5,12,28081.28,8
560,28641,salaried,medical,57000,16.2,24,2810.26,2
816,23467,self_employed,education,160000,9.5,12,13992.73,8
674,26132,salaried,medical,131000,12.78,36,4388.74,5
615,15453,salaried,education,77000,14.55,12,6957.72,5
749,59966,business,personal,270000,10.53,24,12518.38,5
605,54772,salaried,personal,274000,14.85,24,13259.21,5
599,16371,salaried,home,33000,15.03,48,911.76,2
644,31414,business,business,141000,13.68,24,6765.93,5
650,52792,self_employed,education,224000,13.5,60,5162.67,5
639,50261,business,home,226000,13.83,60,5242.87,5
801,27794,salaried,personal,222000,9.5,60,4669.97,8
526,51806,business,vehicle,93000,17.22,48,2701.42,2
651,15408,business,business,69000,13.47,36,2351.94,5
705,54787,salaried,home,274000,11.85,24,12876.06,5
603,22159,salaried,home,111000,14.91,24,5367.41,5
744,57195,salaried,home,286000,10.68,12,25232.42,5
696,51150,salaried,education,256000,12.12,48,6749.99,5
731,29976,self_employed,education,127000,11.07,24,5941.93,5
638,18876,salaried,vehicle,94000,13.86,48,2572.58,5
711,30398,business,business,137000,11.67,24,6418.24,5
812,22964,salaried,medical,184000,9.5,60,3858.43,8
736,64529,self_employed,business,274000,10.92,48,7077.52,5
803,16424,salaried,home,131000,9.5,48,3301.01,8
600,56978,business,personal,103000,15.0,36,3555.3,2
710,54595,business,personal,246000,11.7,12,21793.91,5
789,44293,salaried,home,354000,9.5,60,7441.92,8
787,36736,salaried,personal,294000,9.5,48,7383.47,8
570,22921,business,education,41000,15.9,48,1167.15,2
688,29341,self_employed,home,125000,12.36,60,2796.66,5
604,28476,self_employed,personal,121000,14.88,24,5861.19,5
793,46029,salaried,business,368000,9.5,36,11795.57,8
777,38783,salaried,personal,310000,9.69,36,9966.42,8
568,36801,salaried,education,74000,15.96,60,1788.33,2
606,20949,business,personal,94000,14.82,36,3259.62,5
589,46501,salaried,medical,93000,15.33,36,3239.06,2
640,26738,student,home,67000,13.8,60,1548.47,5
628,28702,salaried,business,144000,14.16,48,3933.25,5
508,28928,business,personal,52000,17.76,60,1315.48,2
680,45618,salaried,education,228000,12.6,12,20329.86,5
701,36034,self_employed,home,153000,11.97,48,4030.73,5
610,23295,salaried,vehicle,116000,14.7,24,5631.13,5
739,40637,self_employed,medical,173000,10.83,48,4449.49,5
705,40209,salaried,education,201000,11.85,12,17848.89,5
576,24665,business,home,44000,15.72,60,1073.06,2
569,39982,self_employed,vehicle,68000,15.93,60,1650.4,2
598,15743,salaried,home,31000,15.06,24,1527.58,2
674,34424,student,business,86000,12.78,60,1948.46,5
631,50290,salaried,vehicle,251000,14.07,24,12081.24,5
716,31272,self_employed,vehicle,133000,11.52,48,3468.72,5
729,38647,salaried,business,193000,11.13,36,6338.2,5
673,29182,salaried,education,146000,12.81,24,6923.89,5
720,54565,salaried,medical,273000,11.4,12,24163.87,5
635,21341,self_employed,business,91000,13.95,36,3097.78,5
812,30943,salaried,business,248000,9.5,48,6219.27,8
638,44504,self_employed,home,189000,13.86,24,9068.86,5
810,49862,salaried,personal,399000,9.5,24,18315.31,8
762,25436,student,home,102000,10.14,12,8951.66,8
537,46003,self_employed,vehicle,78000,16.89,12,7128.72,2
732,25845,self_employed,home,110000,11.04,24,5121.7,5
540,17593,salaried,education,35000,16.8,48,1011.7,2
608,51500,self_employed,personal,219000,14.76,60,5179.53,5
805,14852,business,business,107000,9.5,24,4910.03,8
634,73602,salaried,personal,368000,13.98,48,10052.78,5
682,65422,student,medical,164000,12.54,60,3683.0,5
717,17733,self_employed,home,75000,11.49,12,6678.26,5
600,43660,salaried,vehicle,87000,15.0,60,2077.35,2
799,55824,self_employed,business,380000,9.5,24,17429.55,8
656,26422,business,business,119000,13.32,60,2724.84,5
765,42617,business,personal,307000,10.05,24,14166.43,8
733,63481,salaried,personal,317000,11.01,24,14795.1,5
721,74288,salaried,home,371000,11.37,48,9666.95,5
900,28108,salaried,vehicle,225000,9.5,36,7203.12,8
549,21482,salaried,home,43000,16.53,36,1521.78,2
765,43511,self_employed,business,296000,10.05,60,6293.82,8
625,59154,salaried,education,296000,14.25,36,10144.75,5
738,17393,salaried,home,87000,10.86,48,2241.8,5
666,27162,salaried,home,136000,13.02,24,6458.06,5
810,13227,salaried,education,106000,9.5,24,4858.64,8
687,70785,salaried,business,354000,12.39,24,16725.2,5
575,44417,salaried,personal,89000,15.75,48,2506.23,2
729,40067,salaried,education,200000,11.13,60,4368.77,5
671,29237,salaried,personal,146000,12.87,24,6941.14,5
662,23540,salaried,education,118000,13.14,24,5603.47,5
616,56656,business,business,255000,14.52,36,8778.27,5
747,21213,self_employed,education,90000,10.59,24,4184.91,5
519,38586,self_employed,home,66000,17.43,48,1907.42,2
758,26537,salaried,education,212000,10.26,48,5411.11,8
666,51306,salaried,vehicle,257000,13.02,60,5839.5,5
632,51691,salaried,medical,258000,14.04,36,8838.57,5
573,22620,business,vehicle,41000,15.81,48,1149.97,2
474,36386,student,vehicle,36000,18.78,12,3349.4,2
676,11567,business,education,52000,12.72,36,1746.91,5
563,50073,salaried,personal,100000,16.11,60,2441.22,2
655,26037,salaried,vehicle,130000,13.35,48,3515.32,5
805,66902,business,vehicle,482000,9.5,60,10116.57,8
546,77579,salaried,business,155000,16.62,36,5502.56,2
669,24238,salaried,home,121000,12.93,12,10820.65,5
660,63125,salaried,education,316000,13.2,24,15035.23,5
580,51834,salaried,vehicle,104000,15.6,12,9386.35,2
820,25942,self_employed,vehicle,176000,9.5,36,5650.8,8
574,30090,salaried,personal,60000,15.78,48,1698.77,2
665,30510,business,medical,137000,13.05,24,6530.65,5
658,56120,salaried,business,281000,13.26,36,9489.71,5
673,15819,salaried,education,79000,12.81,24,3753.4,5
705,49976,self_employed,medical,212000,11.85,24,9983.58,5
636,31657,self_employed,personal,135000,13.92,60,3125.07,5
583,30497,salaried,personal,61000,15.51,36,2129.66,2
487,35678,business,education,64000,18.39,12,5899.7,2
625,50895,salaried,education,254000,14.25,24,12248.21,5
765,64122,self_employed,home,436000,10.05,60,9275.2,8
687,31974,self_employed,business,136000,12.39,24,6421.61,5
818,21452,salaried,education,172000,9.5,60,3604.39,8
680,25473,business,vehicle,115000,12.6,24,5428.14,5
733,47075,business,education,212000,11.01,60,4607.0,5
760,21796,salaried,business,174000,10.2,12,15346.51,8
672,51346,salaried,personal,257000,12.84,12,22911.31,5
636,103289,self_employed,business,439000,13.92,60,10196.1,5
727,33601,business,education,151000,11.19,12,13377.45,5
693,15180,salaried,education,76000,12.21,24,3580.33,5
622,42817,business,personal,193000,14.34,48,5298.2,5
597,30934,salaried,home,62000,15.09,36,2147.43,2
613,50491,business,education,227000,14.61,48,6278.63,5
580,49688,salaried,business,99000,15.6,36,3474.18,2
653,34608,salaried,vehicle,173000,13.41,24,8260.19,5
603,62430,business,vehicle,281000,14.91,24,13609.79,5
727,133313,salaried,education,667000,11.19,48,17289.34,5
840,70057,business,vehicle,504000,9.5,48,12672.47,8
725,34361,salaried,vehicle,172000,11.25,24,8027.54,5
701,34730,business,vehicle,156000,11.97,12,13883.69,5
569,23393,salaried,medical,47000,15.93,60,1136.02,2
692,18265,self_employed,vehicle,78000,12.24,12,6905.88,5
610,31677,self_employed,business,135000,14.7,24,6508.63,5
728,68437,salaried,medical,342000,11.16,36,11228.65,5
770,44053,salaried,medical,352000,9.9,36,11355.33,8
710,21825,salaried,home,109000,11.7,24,5121.8,5
598,32232,salaried,home,64000,15.06,48,1796.05,2
810,36570,self_employed,vehicle,249000,9.5,24,11418.03,8
873,40048,self_employed,personal,272000,9.5,60,5719.46,8
691,51174,salaried,education,256000,12.27,12,22766.24,5
827,36158,self_employed,medical,246000,9.5,36,7876.27,8
703,23871,salaried,medical,119000,11.91,24,5613.53,5
703,43942,self_employed,personal,187000,11.91,36,6194.96,5
900,49293,salaried,personal,394000,9.5,36,12632.23,8
873,35122,salaried,education,281000,9.5,60,5901.13,8
718,110403,salaried,education,552000,11.46,36,18192.83,5
716,37430,salaried,vehicle,187000,11.52,24,8768.03,5
519,44857,self_employed,education,76000,17.43,60,1912.86,2
671,37776,salaried,business,189000,12.87,24,8968.21,5
767,26923,self_employed,personal,183000,9.99,48,4642.46,8
605,39471,self_employed,business,168000,14.85,60,3977.62,5
659,34999,salaried,home,175000,13.23,48,4714.74,5
634,33112,salaried,medical,166000,13.98,24,7947.49,5
436,24602,salaried,medical,49000,19.92,24,2502.45,2
753,35315,business,business,254000,10.41,36,8253.72,8
563,35707,salaried,personal,71000,16.11,60,1740.83,2
735,26296,business,medical,118000,10.95,12,10455.8,5
707,39607,salaried,home,198000,11.79,48,5194.65,5
710,22334,salaried,medical,112000,11.7,60,2467.2,5
499,47000,salaried,medical,94000,18.03,60,2388.53,2
751,30542,salaried,education,244000,10.47,48,6252.32,8
727,42505,salaried,education,213000,11.19,48,5512.53,5
658,34617,salaried,education,173000,13.26,48,4665.89,5
808,70275,salaried,personal,562000,9.5,36,18008.93,8
643,53470,salaried,vehicle,267000,13.71,12,23968.33,5
644,25468,salaried,education,127000,13.68,24,6094.91,5
497,23334,business,business,42000,18.09,12,3852.58,2
625,73821,self_employed,home,314000,14.25,24,15100.73,5
810,17044,salaried,medical,136000,9.5,60,2863.75,8
653,80794,student,vehicle,202000,13.41,24,9641.77,5
803,35838,salaried,medical,287000,9.5,36,9184.01,8
754,34924,salaried,vehicle,279000,10.38,36,9065.12,8
744,56959,self_employed,medical,242000,10.68,12,21359.1,5
643,26154,salaried,vehicle,131000,13.71,48,3554.62,5
686,27404,business,home,123000,12.42,12,10981.24,5
564,51938,student,vehicle,52000,16.08,36,1828.06,2
777,43725,business,personal,315000,9.69,48,7937.96,8
738,46786,salaried,business,234000,10.86,24,10887.92,5
712,22586,salaried,vehicle,113000,11.64,48,2954.0,5
653,43379,salaried,personal,217000,13.41,60,4980.77,5
606,29237,salaried,medical,146000,14.82,60,3464.04,5
722,21323,salaried,medical,107000,11.34,48,2773.27,5
670,46026,salaried,medical,230000,12.9,60,5224.43,5
694,40851,self_employed,education,174000,12.18,36,5781.5,5
716,52353,salaried,vehicle,262000,11.52,12,23198.88,5
697,20058,business,personal,90000,12.09,60,2011.94,5
701,44986,student,personal,112000,11.97,12,9990.97,5
822,19946,salaried,business,160000,9.5,36,5111.58,8
649,35341,salaried,business,177000,13.53,60,4068.72,5
743,48345,business,medical,218000,10.71,12,19198.24,5
633,26280,salaried,home,131000,14.01,12,11798.72,5
647,35768,salaried,education,179000,13.59,48,4850.47,5
684,24373,salaried,home,122000,12.48,12,10855.37,5
742,25829,salaried,home,129000,10.74,12,11398.79,5
687,8000,self_employed,home,34000,12.39,48,901.87,5
480,32958,self_employed,medical,56000,18.6,48,1663.49,2
698,74520,self_employed,medical,317000,12.06,48,8349.55,5
692,11245,self_employed,business,48000,12.24,36,1592.94,5
819,28725,business,education,207000,9.5,48,5195.99,8
702,51263,self_employed,medical,218000,11.94,60,4839.77,5
724,31523,self_employed,education,134000,11.28,60,2931.71,5
645,30745,salaried,personal,154000,13.65,12,13777.5,5
710,39568,business,personal,178000,11.7,24,8356.81,5
743,23591,self_employed,business,100000,10.71,24,4659.52,5
693,56120,salaried,personal,281000,12.21,24,13236.5,5
522,53995,salaried,education,108000,17.34,60,2703.62,2
693,31293,self_employed,business,133000,12.21,12,11829.89,5
620,17385,salaried,medical,87000,14.4,12,7821.23,5
865,43399,self_employed,home,295000,9.5,60,6198.0,8
757,36258,self_employed,vehicle,247000,10.29,60,5273.86,8
727,31004,self_employed,vehicle,132000,11.19,36,4325.81,5
691,27411,business,home,123000,12.27,36,4112.97,5
862,26581,business,business,191000,9.5,24,8787.31,8
708,22769,student,business,57000,11.76,12,5051.19,5
760,78340,salaried,personal,627000,10.2,12,55157.54,8
900,23166,self_employed,vehicle,158000,9.5,12,13812.87,8
652,46221,self_employed,home,196000,13.44,48,5313.07,5
672,45050,salaried,medical,225000,12.84,60,5106.74,5
781,21020,salaried,home,168000,9.57,60,3537.46,8
658,18070,self_employed,vehicle,77000,13.26,24,3660.49,5
641,26095,self_employed,personal,111000,13.77,60,2567.38,5
726,36304,self_employed,business,154000,11.22,60,3371.67,5
507,29369,self_employed,business,50000,17.79,48,1461.15,2
755,33657,salaried,medical,269000,10.35,36,8732.71,8
701,34788,salaried,home,174000,11.97,36,5774.94,5
659,20486,salaried,vehicle,102000,13.23,60,2342.79,5
625,54315,salaried,personal,272000,14.25,36,9314.94,5
589,44521,salaried,home,89000,15.33,36,3101.13,2
603,18023,business,vehicle,81000,14.91,48,2253.59,5
795,35105,salaried,vehicle,281000,9.5,12,24625.33,8
467,65701,self_employed,education,112000,18.99,12,10292.62,2
697,20926,business,personal,94000,12.09,48,2483.99,5
715,37378,salaried,medical,187000,11.55,36,6167.33,5
715,26013,salaried,vehicle,130000,11.55,24,6095.32,5
648,21244,salaried,education,106000,13.56,12,9515.24,5
732,37730,salaried,business,189000,11.04,36,6179.8,5
751,17764,salaried,vehicle,142000,10.47,60,3052.48,8
674,18407,salaried,vehicle,92000,12.78,48,2459.06,5
475,43550,self_employed,home,74000,18.75,48,2203.94,2
660,20167,salaried,medical,101000,13.2,12,9015.83,5
708,33862,business,business,152000,11.76,24,7156.04,5
744,19583,self_employed,home,83000,10.68,60,1796.37,5
638,32952,self_employed,vehicle,140000,13.86,36,4776.96,5
739,75203,salaried,personal,376000,10.83,36,12280.15,5
674,24906,student,home,62000,12.78,60,1409.72,5
683,22494,self_employed,personal,96000,12.51,36,3198.63,5
813,27119,self_employed,home,184000,9.5,36,5907.17,8
794,66465,salaried,medical,532000,9.5,36,17032.68,8
662,18664,salaried,business,93000,13.14,48,2510.07,5
564,17882,salaried,personal,36000,16.08,48,1015.03,2
779,15870,salaried,home,127000,9.63,48,3197.54,8
554,35954,business,business,65000,16.38,24,3180.57,2
671,45480,self_employed,home,193000,12.87,48,5173.09,5
598,30971,salaried,education,62000,15.06,48,1725.82,2
830,38420,business,vehicle,277000,9.5,48,6949.67,8
646,57230,business,business,258000,13.62,24,12318.92,5
900,26496,salaried,personal,212000,9.5,24,9732.6,8
674,36038,self_employed,vehicle,153000,12.78,12,13664.39,5
680,33565,salaried,education,168000,12.6,36,5622.47,5
